STATION CODE,LOCATIONS,STATE,Temp,D.O. (mg/l),PH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATENAN N+ NITRITENANN (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml)Mean,year
1393,"DAMANGANGA AT D/S OF MADHUBAN, DAMAN",16,30.6,6.7,7.5,203,NAN,0.1,11,27,2014
1399,"ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS, 1",1,29.8,5.7,7.2,189,2,0.2,4953,8391,2014
1475,ZUARI AT PANCHAWADI,1,29.5,6.3,6.9,179,1.7,0.1,3243,5330,2014
3181,RIVER ZUARI AT BORIM BRIDGE,1,29.7,5.8,6.9,64,3.8,0.5,5382,8443,2014
3182,RIVER ZUARI AT MARCAIM JETTY,1,29.5,5.8,7.3,83,1.9,0.4,3428,5500,2014
1400,"MANDOVI AT NEGHBOURHOOD OF PANAJI, 1",1,30,5.5,7.4,81,1.5,0.1,2853,4049,2014
1476,"MANDOVI AT TONCA, MARCELA, 1",1,29.2,6.1,6.7,308,1.4,0.3,3355,5672,2014
3185,RIVER MANDOVI AT AMONA BRIDGE,1,29.6,6.4,6.7,414,1,0.2,6073,9423,2014
3186,RIVER MANDOVI AT IFFI JETTY,1,30,6.4,7.6,305,2.2,0.1,3478,4990,2014
3187,RIVER MANDOVI NEAR HOTEL MARRIOT,1,30.1,6.3,7.6,77,2.3,0.1,2606,4301,2014
1543,"RIVER KALNA AT CHANDELNAN PERNEM, 1",1,27.8,7.1,7.1,176,1.2,0.1,4573,7817,2014
1548,"RIVER ASSONORA AT ASSONORA, 1",1,27.9,6.7,6.4,93,1.4,0.1,2147,3433,2014
2276,"RIVER BICHOLIM VARAZAN NAGAR , BICHOLIM",1,29.3,7.4,6.8,121,1.7,0.4,11633,18125,2014
2275,"RIVER CHAPORA NEAR ALORNA FORT ,PERNEM",1,29.2,6.9,7,620,1.1,0.1,3500,6300,2014
3189,RIVER CHAPORA AT SIOLIM,1,30,6,7.5,72,1.6,0.2,4995,9517,2014
1546,"RIVER KHANDEPAR AT OPA NAN PONDA, 1",1,29,7.3,7,247,1.5,0.2,1095,2453,2014
2270,"RIVER KHANDEPAR AT CODLI NEAR BRIDGE ,U/S OPA WATERWORKS,SANGUEM",1,29.1,7.3,7,188,1,0.1,1286,3048,2014
2272,"RIVER KUSHAWATI NEAR BUND AT KEVONA,RIVON,SANGUEM",1,28.7,7,6.9,224,1.2,0.3,3896,6742,2014
1545,"RIVER MADAI AT DABOS NAN  VALPOI, 1",1,28.7,7.3,6.7,144,1.5,0.1,1940,3052,2014
2274,RIVER MAPUSA ON CULVERT ON HIGHWAY MAPUSANANPANAJI,1,29.5,5.3,6.8,319,1.8,0.3,6458,10250,2014
2271,"RIVER SAL PAZORKHONI,CUNCOLIM(NEAR CULVERT MARGAONAN CANACONA NATIONAL HIGHWAY)",1,29,6.3,6.4,79,1.6,1.4,7592,12842,2014
2273,"RIVER SAL NEAR HOTEL LEELA MOBOR,CAVELOSSIM",1,29.4,5.4,7.6,39,1.4,0.1,3176,6367,2014
3183,"RIVER SAL AT KHAREBAND, MARGAO",1,28.3,2.2,6.5,322,4.7,1.2,11210,14920,2014
3184,"RIVER SAL AT ORLIM BRIDGE, ORLIM",1,30.1,5.2,7.1,192,2.6,0.3,5073,8925,2014
3190,RIVER SINQUERIM (CANDOLIM SIDE NEAR BRIDGE),1,30.3,5.6,7.5,282,1.8,0.1,3205,5082,2014
3191,RIVER SINQUERIM NEAR NERUL TEMPLE,1,30.5,5.5,7.4,275,1.5,0.1,4698,8625,2014
1547,"RIVER TALPONA AT CANACONA, 1",1,29.1,7.3,6.7,55,1.4,0.1,2638,4003,2014
3188,RIVER TIRACOL AT TIRACOL,1,30.1,6.5,7.5,415,2,0.1,864,1538,2014
1544,"RIVER VALVANT AT SANKLI NAN BICHOLIM, 1",1,29.2,7.2,6.3,100,1.5,0.1,7942,13575,2014
2651,"AMBA RIVER AT D/S OF WAKEN BRIDGENANU/S OF JS PETROCHEMICALS, WAKENPHATA, ROHA",2,25.1,6.6,7.8,95,4.9,0.2,16,36,2014
1461,"BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS), 2",2,29.6,6.9,7.9,99,5,0.4,15,34,2014
2653,"BHATSA RIVER AT D/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",2,27.4,6.8,7.7,85,5.2,0.3,11,23,2014
2654,"BHATSA RIVER AT U/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",2,27.8,6.7,7.8,80,4.9,0.3,12,29,2014
1092,"KALU AT ATALE VILLAGE, 2",2,30.6,5.1,7.3,3937,10.3,1.8,31,83,2014
2670,"KAN RIVER, NEAR SAKRI WATER WORKS, SAKRI, DHULE.",2,25,5.6,7.9,468,3.6,1.9,66,164,2014
1152,"KUNDALIKA AT ROHA CITY, 2",2,25,6.4,7.6,541,5.7,0.6,23,45,2014
2198,KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE ),2,25,5.5,7.4,6166,7.7,1.1,44,67,2014
2671,"KUNDALIKA RIVER NEAR SALAV BRIDGE (SALINA ZONE), SALAV, ROHA, RAIGAD",2,25.3,5.3,7.7,24062,9.9,1.2,156,304,2014
2672,"KUNDALIKA RIVER AT DHATAV AT JACKWELL (DRINKING WATER  PUMPING STATIONNANSWEET ZONE), ROHA",2,25.1,6.7,7.6,83,4.8,0.2,28,76,2014
2168,MITHI RIVER,2,26.1,3.6,7.4,4424,31.3,2.2,276,474,2014
2676,"MUCHKUNDI RIVER AT  WAKED,RATNAGIRI, NEAR M/S ASAHI INDIA GLASS LTD., LANJA, RATNAGIRI.",2,21.4,7.2,7.7,226,3.1,0.8,NAN,130,2014
1151,"PATALGANGA AT SHILPHATA, 2",2,27.4,5.9,7.4,268,6.4,0.4,37,68,2014
1462,"PATALGANGA NEAR INTAKE OF MIDC W/W, 2",2,27.1,5.4,7.5,2413,7.4,1.5,59,116,2014
2685,"PATALGANGA RIVER AT D/S OF KHARPADA BRIDGE, RAIGAD.",2,27.2,5.8,7.3,384,5.4,0.6,37,78,2014
2686,"PATALGANGA RIVER AT VYAL PUMP HOUSE , KHALAPUR, RAIGAD.",2,27.3,5.9,7.4,269,5.1,1.2,34,60,2014
2687,"PATALGANGA RIVER AT KHALAPUR PUMPING STATION, KHALAPUR, RAIGAD.",2,27,6,7.3,269,8.5,0.4,32,58,2014
2688,"PATALGANGA RIVER AT SAVROLI BRIDGE, KHALAPUR, RAIGAD.",2,27.2,6.1,7.3,196,6.1,0.5,30,63,2014
2689,"PATALGANGA RIVER AT GAGANGIRI MAHARAJ TEMPLE, KHOPOLI, RAIGAD.",2,27,5.9,7.4,269,6.4,0.4,19,47,2014
2696,"PEHLAR DAM ON PEHLAR RIVER INLET OF WATER WORKS, VASAI, THANE.",2,22.6,6.3,7.8,223,4.6,0.9,15,32,2014
2199,SAVITRI RIVER AT OVALE VILLAGE.,2,28.4,6.7,7.3,9293,3.5,1.8,NAN,0,2014
2701,"SAVITRI RIVER JACKWELL AT UPSA KENDRE, NANGALWADI, MAHAD, RAIGAD",2,28,6.8,7.2,170,3.1,1.4,NAN,0,2014
2702,"SAVITRI RIVER AT SHEDAV DOH, MAHAD,RAIGAD",2,27.6,6.8,7.3,4175,3.3,1.6,NAN,0,2014
2703,"SAVITRI RIVER AT DADLI BRIDGE, DADLI, MAHAD, RAIGADH",2,27.9,6.9,7.3,4282,3.3,1.6,NAN,0,2014
2704,"SAVITRI RIVER AT MUTHAVALI VILLAGE, MAHAD, RAIGADH",2,28.1,6.9,7.3,5551,3.4,1.7,NAN,0,2014
2706,"SURYA RIVER, U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE",2,27.1,6.8,7.9,5390,4.9,0.8,15,28,2014
2707,"SURYA RIVER AT MIDC PUMPING STATION, GARVASHET, PALGHAR, THANE",2,27.6,6.6,8.1,161,4.6,0.3,16,32,2014
2708,"SURYA RIVER AT INTAKE OF VASAINANVIRAR W/S SCHEME, MASVAN, PALGHAR, THANE",2,27.3,6.7,8,138,5,0.3,14,33,2014
2709,"TANSA RIVER NEAR ROAD BRIDGE, VILLAGE DAKEWALI, WADA, THANE",2,27.8,6.7,7.8,81,4.9,0.3,14,35,2014
1093,"ULHAS AT U/S OF NRC BUND AT MOHANE, 2",2,28,5.9,7.7,194,5.5,0.6,22,51,2014
1094,"ULHAS AT U/S OF BADLAPUR, 2",2,28.1,6.3,7.6,186,4.6,0.6,13,31,2014
2162,ULHAS RIVER ATJAMBHUL WATER WORKS.,2,28.6,6.6,7.6,207,4.7,0.7,12,31,2014
2712,"VAITARNA RIVER NEAR ROAD BRIDGE, GANDHARE VILLAGE, WADA, THANE.",2,26.9,6.8,7.7,85,5,0.4,15,34,2014
2164,VASHISTI RIVER AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,2,23,7.1,7.4,176,2.7,0.9,NAN,30,2014
2713,"VASHISHTI RIVER AT D/S OF THREE M PAPER MILLS NEAR CHIPLUN WATER INTAKE JACKWELL, KHERDI, RATNAGIRI",2,23,7,7.4,178,2.7,0.9,NAN,40,2014
2714,"VASHISHTI RIVER AT U/S OF POPHALI NEAR KONPHANSAWANE BRIDGE, CHIPLUN, RATNAGIRI",2,23,7.2,7.2,180,2.7,1,NAN,70,2014
1342,"ACHENKOIL AT THUMPAMON, 3",3,25.1,6.7,7.5,85,1.4,1,183,420,2014
1443,"ACHENKOIL AT CHENNITHULA, 3",3,24.6,5.8,7.4,77,1.4,0.8,285,691,2014
3465,"ACHENKOIL AT KALLARAKADAVU, PATHANAMTHITTA",3,25.7,6.6,7.5,75,1.4,0.7,183,448,2014
3466,"ACHENKOIL AT PANDALAM (NEAR AYYAPPA TEMPLE), PATHANAMTHITTA",3,24.8,6.7,7.5,82,1.4,1,161,443,2014
2297,R ANCHARAKANDY AT MERUVAMBA,3,27.3,6.7,6.9,56,0.9,0.2,82,172,2014
2319,R ANCHARAKANDY AT MERUVAMBA,3,27.5,6.5,6.7,2240,1.2,0.2,136,304,2014
2286,R AYROOR AT AYROOR BRIDGE,3,25.2,6.3,6.9,73,1.6,0,787,2008,2014
2331,R BHARATHAPUZHA AT KUTTIPPURAM,3,29.9,7,7.4,130,0.7,0.1,301,590,2014
2332,R BHARATHAPUZHA AT PATTAMBI,3,29.8,6.6,7.7,191,1.6,0.2,362,661,2014
1154,"CHALAKUDY AT PULICKALKANANDAVU, 3",3,27.8,6.9,6.9,134,1.1,0.4,249,531,2014
20,"CHALIYAR AT KOOLIMADU, 3",3,26.7,7,7.5,80,0.8,0.4,2573,3583,2014
21,"CHALIYAR AT CHUNGAPALLY, 3",3,25.8,6.7,7.4,14526,0.8,0.6,1411,1969,2014
3464,"CHALIYAR AT NILAMBUR, MALAPPURAM",3,26.4,7.2,7.4,82,0.7,0.5,840,1311,2014
1572,"CHANDRAGIRI AT PADIYATHADKA, 3",3,29.8,7.5,7.2,67,1.1,0.1,76,590,2014
1573,"CHITRAPUZHA AT IRUMPANAM, 3",3,28.6,3,6.6,965,1.7,1.2,247,530,2014
2295,R CORAPUZHA AT KANAYANKODE,3,26.9,5.9,7.4,17990,0.7,0.5,1888,2803,2014
1564,"R ITHIKKARA AT AYUR, 3",3,26,6.7,7.5,90,1.6,0.9,199,473,2014
2287,R ITHIKKARA AT ITHIKKARA,3,23.6,6.1,7.4,4429,2,1.6,243,550,2014
1566,"R KADALUNDI AT THIRURANGADY, 3",3,30.3,6.7,6.9,87,1.7,0.2,155,350,2014
2293,R KADALUNDI AT HAJIRAPPALLY,3,30.7,6.9,6.8,85,1.6,0.2,82,206,2014
2337,R KADAMBAYAR AT BRAHMAPURAM,3,28.7,2.1,6.8,101,1.6,0.8,431,694,2014
2338,R KADAMBAYAR AT MANCKAKADAVU,3,28.2,2.5,6.9,83,1.9,0.3,353,656,2014
42,"KALLADA AT PERUMTHOTTAMKADAVU, PUNALOOR, 3",3,24.8,7.2,7.6,75,1.4,1,188,426,2014
2294,R KALLAI AT KALLAI BRIDGE,3,26.3,3.7,7.7,32005,1.2,0.9,40000,60392,2014
3460,"KALPATHI PUZHA AT KALPATHI, PALAKKAD",3,29.2,6.1,7.6,281,1.2,0.7,384,718,2014
3458,KARAPUZHA DAM AT WAYANAD,3,26.6,6.7,7.6,106,0.5,2.5,44,71,2014
1571,"R KARINGODE AT KAKKADAVU,  3",3,30.4,7.6,7.1,58,1.2,0.1,163,961,2014
1155,"KARAMANA AT MOONNATTUMUKKU, 3",3,25.5,1.9,7.7,2941,26.9,2.8,10875,37375,2014
3471,"RIVER KARAMANA AT ARUVIKARA, THIRUVANANTHAPURAM",3,25.1,7.4,7,35,0.1,0,165,409,2014
2289,R KARUVANNURR AT KARUVANNUR BRIDGE,3,28.9,6.4,7.2,63,1.3,0.4,121,535,2014
2301,R KAVVAI AT KUTTIYOL PALAM,3,28.8,5.4,6.7,65,1.1,0.3,60,144,2014
2291,R KEECHERI AT VADAKKANCHERY BRIDGE,3,29.3,5.6,7.3,90,1.6,0.4,268,705,2014
2326,R KORAYAR AT KANJIKODE,3,29.5,7.1,8,728,1.2,0.4,374,697,2014
1569,"R KUPPAM AT THALIPARAMBA, 3",3,28.4,5.9,6.8,13953,1.5,0.4,70,166,2014
2298,R KUPPAM AT RAYAROM,3,26.9,7.4,6.9,57,1.1,0.3,70,159,2014
1567,"R KUTTIYADE AT KUTTIYADY ESTATE, 3",3,25.8,7.2,7.2,41,0.7,0.2,441,658,2014
1568,"R MAHE AT VALAYAM, 3",3,26.6,6.5,7.4,71,0.6,0.3,4192,7018,2014
2285,R MAMOM AT MAMOM BRIDGE,3,25.3,6.8,7.1,81,0.8,0,389,1268,2014
1340,"MANIMALA  AT KALLOOPARA, 3",3,28.2,6.8,6.9,68,1.7,0.1,449,660,2014
1384,"MANIMALA AT THONDRA, 3",3,28.5,6.6,7,70,1.4,0.1,550,822,2014
3459,"MANIYANKODE PUZHA AT MANIYANKODE BRIDGE, WAYANAD",3,27.6,6.4,7.7,100,0.6,0.9,56,88,2014
2307,R MANJESWAR AT BAJRAKKARA BR.,3,29,7.3,6.9,96,1.9,0.2,89,825,2014
1339,"MEENACHIL AT KIDANGOOR, 3",3,27.5,6.8,6.6,49,0.5,0.4,1719,2950,2014
2304,R MOGRAL AT MOGRAL BR.,3,30,5.6,7.2,24360,2.1,0.3,92,447,2014
43,"MUVATTAPUZHA AT VETTIKKATTUMUKKU, 3",3,27.8,6.9,6.8,59,0.6,0.5,1916,3375,2014
2302,R NEELASWARAM AT NAMBIARKAL DAM,3,30.2,7.1,6.8,14410,1.8,0.1,65,468,2014
1570,"R NEELESWARAM AT HOSDURG, 3",3,30.8,6.2,7.2,22757,1.5,0.1,98,542,2014
1563,"R NEYYAR AT AMARAVILA, 3",3,25.3,6.7,7.1,66,0.6,0,222,626,2014
2284,R NEYYAR AT ARUVIPURAM,3,25.3,7.2,7,59,0.6,0,165,433,2014
2288,R PALLICKAL AT NELLIMUKAL,3,25.8,6,7.6,120,1.3,1.1,212,523,2014
1156,"PAMBA AT CHENGANNUR, 3",3,27.2,5.2,6.8,55,0.6,0.7,171,313,2014
1341,"PAMBA AT THAKAZHY, 3",3,28.1,4.8,6.8,86,0.7,0.8,208,332,2014
1565,"PAMBA DOWN, 3",3,28.3,3.9,6.9,62,0.5,0.7,155,284,2014
17,"PERIYAR NEAR ALWAYENANELOOR, 3",3,28.1,5,6.9,3185,1.8,0.4,290,667,2014
18,"PERIYAR AT KALADY, 3",3,27.7,7,7,36,1.1,0.2,276,541,2014
1338,"PERIYAR AT SEWAGE DISCHARGE POINT, 3",3,28,6.3,6.9,64,1.2,0.3,381,815,2014
2333,RIVER PERIYAR AT MUPPATHADAM,3,28.2,6.2,6.9,86,1.3,0.2,372,1007,2014
2334,RIVER PERIYAR AT PATHALAM,3,28,5.7,6.8,2640,1.9,0.5,385,759,2014
2335,R PERIYAR AT KALAMASSERY,3,28.1,5.7,6.9,53,3.1,0.4,574,1205,2014
2336,R PERIYAR AT PURAPPALLIKAVU,3,28.1,6.6,7.1,2007,1.3,0.2,356,785,2014
3468,"PERIYAR AT KWA INTAKENAN ALUVA, ERNAKULAM",3,28.1,6.6,7,46,1.3,0.3,228,472,2014
2300,R PERUVAMBA AT CHANDAPPURA,3,27.3,6.5,6.5,43,0.9,0.4,87,188,2014
2303,R PULLUR AT PULLUR BR.,3,28.3,6.7,6.3,54,0.9,0.1,136,610,2014
2290,R PUZHACKAL AT PUZHACKAL BRIDGE,3,29.1,4.3,7.2,113,1.8,0.4,188,796,2014
2299,R RAMAPURAM AT RAMAPURAM BRIDGE,3,28.7,4.6,6.7,12561,1.5,0.6,72,171,2014
2305,R SHRIYA AT ANGADIMOGARU,3,28.5,7.7,6.9,61,1.6,0,88,554,2014
2296,R THALLASSERY AT PATHIPPALAM,3,26.6,5.8,6.5,61,1,0.4,70,151,2014
2292,R THIRUR AT THALAKKADATHUR BRIDGE,3,31,4.5,6.9,1614,2.1,0.6,131,230,2014
2306,R UPPALA AT  UPPALA BR.,3,30.5,6.9,7.2,20950,1.3,0.2,113,643,2014
3473,"RIVER VALAPATTANAM AT PARASSINIKADAVU, KANNUR",3,28.8,6.6,7,14487,0.9,0.3,55,103,2014
1442,"VAMANAPURAM, 3",3,25.3,6.9,7.5,54,0.6,0,319,1633,2014
1448,"NAGAVALLI AT THOTAPALLI REGULATOR, A.P.",4,25.9,5.5,7.6,569,1.3,0.9,18,141,2014
2352,"RIVER VAMSHADHARA, KALINGAPATNAM,VIZIANAGARAM",4,26.5,5.4,7.8,310,0.8,2.4,7,107,2014
3080,"U/S OF KARAKAVAGU AT PALONCHA,  KHAMMAM, A.P.",4,18.9,7.1,7.8,516,0.7,0.5,2,1238,2014
3081,"D/S OF KARAKAVAGU AT PALONCHA,  KHAMMAM, A.P.",4,20.5,6.9,8,505,0.9,0.7,2,1563,2014
1444,"KALI AT D/S WEST COAST PAPER MILL, 5",5,27.1,7.3,7.3,109,2.4,3.4,18,65,2014
2780,"KALI AT U/S OF WCPM, DANDELI, 5",5,26.3,7.5,7.5,83,2.1,2,22,74,2014
1894,KUMARADHARA NAN U/S OF UPPINAGADY TOWN BEFORE CONFLUENCE WITH RIVER NETHRAVATHI,5,29.1,6.4,7.2,102,1,0,137,1223,2014
1892,NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,5,28.4,6.5,7.1,92,1,0,155,1342,2014
2423,"BUDHABALANGA, D/S OF BARIPADA TOWN",6,24.7,7.7,7.9,232,1.3,0.8,30790,40500,2014
2424,BUDHABALANGA AT BALASORE D/S,6,24.4,7.5,7.8,519,2.1,0.7,38700,53556,2014
2425,"RIVER KERANDI(INTAKE WELL OF NALCO REFINARY, HAL, SUNABEDA)",6,22.7,7.3,7.2,103,0.7,1.7,4871,13810,2014
2422,"NAGAVALLI AT PENTA U/S, JAYKAYPUR TOWN",6,24.8,7.4,7.9,196,0.7,0.6,5323,15213,2014
1642,"NAGAVALLI AT JAYKAYPUR D/S, 6",6,24,7.4,7.8,244,1.9,1,20880,12473,2014
1643,"NAGAVALLI AT RAYAGADA D/S, 6",6,22.8,7.5,8,243,1.7,0.9,8780,30319,2014
1455,"RUSHIKULYA AT GANJAM U/S, 6",6,26.8,7.2,8,296,1.5,0.7,1468,4314,2014
1456,"RUSHIKULYA AT GANJAM D/S, 6",6,27.4,6.6,7.8,25034,1.5,0.9,1671,4224,2014
2426,VANSADHARA AT MUNIGUDA (D/S OF M/S VEDANTAALUMINA PROJECT),6,25.3,7.5,7.9,194,1,1,2906,8559,2014
2427,VANSADHARA ATGUNUPUR (INTERSTATE BOUNDRY),6,27.1,7.4,7.9,170,0.8,0.9,4948,16709,2014
1685,"ARASALAR RIVER KARAIKAL REGION, 7",7,29,NAN,7.3,386,NAN,0.2,NAN,NAN,2014
2444,CORINGA RIVER,7,25,5.9,7.9,21600,NAN,0.1,NAN,NAN,2014
2442,GAUTAMINANGODAVARI RIVER,7,25,6.5,7.3,21600,NAN,0.1,NAN,NAN,2014
2443,GAUTAMINANGODAVARI RIVER,7,25,6.5,7.7,26600,NAN,0.1,NAN,NAN,2014
2445,MAHE RIVER,7,32,6,7.1,13000,NAN,0.4,NAN,NAN,2014
1450,"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, 8",8,29.3,6.5,7.4,1063,2,0.6,177,374,2014
1159,"TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINASAM,8",8,22.8,6.8,6.6,63,2.9,0.1,11,36,2014
1160,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY,8",8,24.5,6.6,6.4,101,2.5,0.2,13,41,2014
1161,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE,8.",8,25.5,6.6,6.5,136,2.5,0.2,13,45,2014
1162,"TAMBIRAPARANI AT MURAPPANADU, 8",8,29,6.7,6.9,226,2.2,0.2,12,38,2014
1328,"TAMBIRAPARANI AT PAPPANKULAM,8",8,23.8,6.7,6.3,72,2.7,0.2,9,32,2014
1329,"TAMBIRAPARANI AT RAIL BDG. NR. AMBASAMUDAM, 8",8,22.8,6.7,6.4,61,4.6,0.1,10,34,2014
1330,"TAMBIRAPARANI AT ARUMUGANERI, 8",8,29,6.6,7.2,1300,2.7,0.2,21,60,2014
3025,"TAMBIRAPARANI AT ERAL, THOTHUKUDI, 8",8,29,6.7,7,461,2.5,0.1,17,51,2014
3026,"TAMBIRAPARANI AT KALLIDAI KURICHI, TIRUNELVELI, 8",8,23,6.6,6.2,69,2.5,0.1,11,38,2014
3027,"TAMBIRAPARANI AT SRIVAIKUNTAM, D/S OF SK ANAICUT, TIRUNELVELI, 8",8,29,6.8,6.9,241,2.5,0.1,14,48,2014
3028,"TAMBIRAPARANI AT VELLAKOIL, TIRUNELVELI, 8",8,25.7,6.5,6.6,159,2.4,0.2,11,41,2014
3029,"TAMBIRAPARANI AT SIVALAPERI, CONFLUENCE POINT OF KUTTRALAM FALLS, D/S OF PALAYAMKOTTAI, TIRUNELVELI, 8",8,25.7,6.6,6.7,170,2.5,0.2,10,34,2014
3023,"VASISTA AT SALEM, D/S OF SAGO INDUSRIES EFFLUENT, 8",8,24.3,0.9,7.6,2039,104.5,0.9,272521616,511090873,2014
1885,RIVER GHAGGAR AT D/S OF SURAJPUR,9,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,2014
1023,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), 10",10,22.7,5.8,7.2,640,6,4.3,1450,4073,2014
1024,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),10",10,19,4.8,7.6,1090,22,3.6,30500,52500,2014
1295,"GHAGGAR NEAR BANKARPUR,DERA BASSI,10",10,23,5.5,7.3,705,10,5,2020,5433,2014
1473,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.), 10",10,24,5.1,7.4,1375,23.7,5.9,27333,50333,2014
1698,"D/S CHHATBIR, 10",10,24.7,5.5,7.4,745,10,6.1,12167,29333,2014
1699,"U/S DHAKANSU NALLAH, 10",10,25,5,7.6,975,16.3,6.1,11167,21667,2014
1700,"D/S DHAKANSU NALLAH, 10",10,22,4.9,7.7,1385,27.5,7.7,42500,72000,2014
1701,"D/S JHARMAL NADI, 10",10,24.3,5,7.3,1067,19.3,6.2,21467,39533,2014
1702,"U/S JHARMAL NADI, 10",10,23.3,5.3,7.2,970,13.3,5.9,3167,7133,2014
1703,"GHAGGER AT MOONAK, 10",10,19.5,4.9,7.7,1418,21,4.2,28000,49500,2014
1704,"D/S SARDULGARH, 10",10,21.5,4.1,7.5,1015,23,6.1,35000,57500,2014
1705,"U/S SARDULGARH, 10",10,20,4.8,7.4,854,17,4.7,20500,38000,2014
1025,"GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD,9",9,NAN,NAN,8.2,NAN,19.8,0,NAN,NAN,2014
1026,"GHAGGAR GHNAN2 AT CHANDARPUR SYPHON,  9",9,NAN,NAN,7.9,NAN,18.2,0,NAN,NAN,2014
1718,"GAGGAR RIVER WHEN ENTERING IN 11 FROM 9 NEAR RD NO. 629, 11",11,32.6,4,6.8,370,3,0.8,4,9,2014
1871,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.",12,23.6,7.8,7.8,376,1.3,0.4,9,17,2014
2624,MARKANDA U/S KALA AMB,12,23.9,7.7,7.7,354,1.3,0.3,12,22,2014
2625,MARKANDA D/S KALA AMB/ BOUNDARY OF 9,12,24.5,7.6,7.9,344,1.6,0.4,12,22,2014
1884,KALA AMB D/S MARKANDA RIVER,9,NAN,NAN,7.2,NAN,88,0,NAN,NAN,2014
1870,"RIVER SUKHANA AT PARWANOO, DISTT. SOLAN, H.P.",12,18.1,4.4,7.1,694,41,1.2,92,224,2014
2947,"RIVER JAWAI AT JAWAI DAM, SIROHI, 11",11,25.1,5.9,8,401,0.9,0.7,4,15,2014
1717,"KODRA DAM, MOUNT ABU, 11",11,22.3,6,7.2,106,0.8,0.4,4,15,2014
2948,"RIVER BANDI AT HEMAWAS DAM, PALI, 11",11,23.7,5.6,7.9,326,1.1,0.8,4,4,2014
2949,"RIVER LUNI AT RANAKPUR DAM, RANAKPUR, PALI, 11",11,23.9,6.2,8.1,592,1,0.7,4,6,2014
3383,"BUGI RIVER AT MIBANPARA, SOUTH GARO HILLS",13,25.5,7.2,7.5,119,2.3,3.8,33,74,2014
3384,"BUGI RIVER AT DALU, SOUTH GARO HILLS",13,25.1,7.2,7.5,120,2.3,4.1,31,67,2014
3380,"DAMRING RIVER (KRISHNEI RIVER) AT RESUBELPARA, EAST GARO HILLS",13,25.2,7.5,7.3,82,1.8,2.8,30,70,2014
1632,"GANOL RIVER TURA, 13",13,23.2,7.5,7.5,111,2.4,3,293,506,2014
