STATION CODE,LOCATIONS,STATE,Temp,D.O. (mg/l),PH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATENAN N+ NITRITENANN (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml)Mean,year
1642,"NAGAVALLI AT JAYKAYPUR D/S, 18",18,26.5,7.3,7.9,232,2.9,2.23,9026,30836,2013
1643,"NAGAVALLI AT RAYAGADA D/S, 18",18,22,7.4,7.9,246,2.3,1.9,1850,3900,2013
1455,"RUSHIKULYA AT GANJAM U/S, 18",18,27.6,6.9,8.1,3960,2,2.26,19058,22523,2013
1456,"RUSHIKULYA AT GANJAM D/S, 18",18,26.8,7,8,28222,1.8,2.54,16613,10469,2013
2426,VANSADHARA AT MUNIGUDA (D/S OF M/S VEDANTAALUMINA PROJECT),18,25.6,7.2,7.8,201,1.3,1.59,29937,31034,2013
2427,VANSADHARA ATGUNUPUR (INTERSTATE BOUNDRY),18,26.5,7.3,8,221,1.2,2.26,16103,5289,2013
1685,"ARASALAR RIVER KARAIKAL REGION, 7",7,24,NAN,7.8,NAN,1,1,NAN,NAN,2013
2442,GAUTAMINANGODAVARI RIVER,7,28,8,7.7,401,NAN,1,NAN,NAN,2013
2443,GAUTAMINANGODAVARI RIVER,7,28,8,8.2,1886,4,1,NAN,NAN,2013
2444,CORINGA RIVER,7,28,7,8.2,742,5,1,NAN,NAN,2013
2445,MAHE RIVER,7,27,7,6.4,149,4,1,NAN,NAN,2013
1450,"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, 8",8,27.8,6.7,7.5,1088,1.7,0,194,474,2013
1159,"TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINASAM,8",8,23.4,7.2,6.5,73,3.1,0,19,59,2013
1160,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY,8",8,25.4,6.7,6.3,98,3.3,1.5,21,74,2013
1161,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE,8.",8,26.3,6.3,6.5,143,4,4,38,124,2013
1162,"TAMBIRAPARANI AT MURAPPANADU, 8",8,29,6.6,6.9,260,5.4,1,17,53,2013
1328,"TAMBIRAPARANI AT PAPPANKULAM,8",8,24.6,7.1,6.3,71,3.5,1,24,82,2013
1329,"TAMBIRAPARANI AT RAIL BDG. NR. AMBASAMUDAM, 8",8,23.5,6.9,6.3,65,3.5,0,17,52,2013
1330,"TAMBIRAPARANI AT ARUMUGANERI, 8",8,29,7.3,7.1,607,3.6,0.88,33,104,2013
3025,"TAMBIRAPARANI AT ERAL, THOTHUKUDI, 8",8,27,6.1,7,446,5.2,0.56,26,77,2013
3026,"TAMBIRAPARANI AT KALLIDAI KURICHI, TIRUNELVELI, 8",8,24,6.9,6.4,94,3.2,1.59,20,65,2013
3027,"TAMBIRAPARANI AT SRIVAIKUNTAM, D/S OF SK ANAICUT, TIRUNELVELI, 8",8,28.7,6.8,6.8,451,9.4,0.55,22,58,2013
3028,"TAMBIRAPARANI AT VELLAKOIL, TIRUNELVELI, 8",8,26.3,6,6.6,169,3.9,2,22,84,2013
3029,"TAMBIRAPARANI AT SIVALAPERI, CONFLUENCE POINT OF KUTTRALAM FALLS, D/S OF PALAYAMKOTTAI, TIRUNELVELI, 8",8,25.7,6.5,6.7,187,3.3,3,32,113,2013
3023,"VASISTA AT SALEM, D/S OF SAGO INDUSRIES EFFLUENT, 8",8,26.8,3.4,7.8,2577,164.9,1.5,148825783,160405392,2013
1023,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), 10",10,23.3,5.5,7.2,636,9.7,4,1328,4975,2013
1024,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),10",10,22.8,4.7,7.3,1088,23.8,4,28250,56000,2013
1295,"GHAGGAR NEAR BANKARPUR,DERA BASSI,10",10,23.3,5.3,7.2,689,11.3,4,1350,6025,2013
1473,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.), 10",10,21.8,4.9,7.3,1267,23.5,3,24750,54250,2013
1698,"D/S CHHATBIR, 10",10,24.3,5.3,7.4,852,13,4,13775,26750,2013
1699,"U/S DHAKANSU NALLAH, 10",10,23.5,4.9,7.5,977,16.5,5,12375,30500,2013
1700,"D/S DHAKANSU NALLAH, 10",10,24,4.4,7.4,1256,24.8,6,25250,55250,2013
1701,"D/S JHARMAL NADI, 10",10,23.5,4.8,7.2,1021,20.3,4,22875,43700,2013
1702,"U/S JHARMAL NADI, 10",10,23.3,5.1,7.3,971,14.8,5,2125,8425,2013
1703,"GHAGGER AT MOONAK, 10",10,22.5,4.6,7.4,1284,24.3,4,21500,50000,2013
1704,"D/S SARDULGARH, 10",10,26,4,7.4,1096,26,3,31750,57500,2013
1705,"U/S SARDULGARH, 10",10,25.8,4.4,7.3,1002,21.5,4,21000,43750,2013
1025,"GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD,9",9,NAN,NAN,6.9,910,13,0,NAN,NAN,2013
1026,"GHAGGAR GHNAN2 AT CHANDARPUR SYPHON,  9",9,NAN,NAN,6.5,930,15,0,NAN,NAN,2013
1884,RIVER GHAGGAR AT D/S OF SURAJPUR,9,NAN,5,7.3,NAN,33.9,0,NAN,NAN,2013
1887,GHAGGAR BEFORE OTTU WEIR (BEFORE MIXING OF SATLUJ CANAL WATER) (9),9,NAN,NAN,6.7,960,18,0,NAN,NAN,2013
1718,"GAGGAR RIVER WHEN ENTERING IN 11 FROM 9 NEAR RD NO. 629, 11",11,30.7,4.8,7.6,295,0.8,0,4,9,2013
1871,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.",12,20.3,7.1,7.5,293,1.3,0,9,19,2013
2624,MARKANDA U/S KALA AMB,12,20.7,7.1,7.5,316,1.4,0,13,22,2013
2625,MARKANDA D/S KALA AMB/ BOUNDARY OF 9,12,20.8,6.6,7.5,274,1.6,0,14,24,2013
1870,"RIVER SUKHANA AT PARWANOO, DISTT. SOLAN, H.P.",12,20.6,4.9,7.4,407,16.3,0,51,120,2013
2947,"RIVER JAWAI AT JAWAI DAM, SIROHI, 11",11,28,4.9,8.3,603,1,0,4,5,2013
1717,"KODRA DAM, MOUNT ABU, 11",11,23.4,5.5,7.4,138,0.8,0,4,6,2013
2948,"RIVER BANDI AT HEMAWAS DAM, PALI, 11",11,25.3,5.5,8.1,625,1.1,0,4,6,2013
1719,"GAGGAR RIVER D/S HANUMANGARH NEAR 2 KNJ NAI ABADI, MAKKASR, 11",11,31.1,5,7.3,305,1.7,0,4,12,2013
2949,"RIVER LUNI AT RANAKPUR DAM, RANAKPUR, PALI, 11",11,26.3,5.6,8.1,552,1.1,0,4,6,2013
3305,"RIVER BANJAR AT MALANJKHAND NEAR W/S INTAKE POINT, JABALPUR",19,22,7.3,7.3,402,2.1,0,4,32,2013
3383,"BUGI RIVER AT MIBANPARA, SOUTH GARO HILLS",13,24.4,7.2,7.3,99,2.2,1,26,57,2013
3384,"BUGI RIVER AT DALU, SOUTH GARO HILLS",13,23.7,7.2,7.4,102,2.2,1,25,56,2013
3380,"DAMRING RIVER (KRISHNEI RIVER) AT RESUBELPARA, EAST GARO HILLS",13,24.6,7.6,7.2,72,1.8,2.56,24,57,2013
1632,"GANOL RIVER TURA, 13",13,23.1,7.1,7.5,131,2.2,3.2,239,413,2013
1428,"KYRHUKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.,13",13,21.7,5.2,2.9,682,7.8,1.5,16,30,2013
3369,"KYNSHI RIVER AT SOHIONG, WEST KHASI HILLS",13,18.2,7.3,7.1,47,1.3,2,15,48,2013
3370,"KYNSHI RIVER AT NANGKHNUM, WEST KHASI HILLS",13,18.8,7.6,7.2,52,1.2,2,16,36,2013
3371,"KYNSHI RIVER AT RANIKOR, WEST KHASI HILLS",13,23.8,8,6.9,64,1.8,3.38,23,49,2013
3372,RILANG RIVER,13,17.8,7.9,7.3,46,1.4,1,12,29,2013
3373,WAH BLEI,13,18.7,7.4,7.2,53,1.9,3,14,32,2013
3374,WAH BLEI,13,18.8,7.7,7.2,55,1.6,3,15,63,2013
3375,LUKHA RIVER,13,21.3,6.8,2.7,1074,3.2,2.33,4,11,2013
3376,LUKHA RIVER,13,22.6,7.1,6.5,237,3.8,4.56,674,1072,2013
3381,"MANDA RIVER (DUDHAI RIVER) AT JAMPA, EAST GARO HILLS",13,25.2,7.8,7.2,50,1.6,1.77,20,41,2013
3382,"MANDA RIVER (DUDHAI RIVER) AT WAGAISI, EAST GARO HILLS",13,24.8,7.3,7.3,71,2,2.66,21,47,2013
3377,"MYNTANG RIVER AT NARTIANG, JAYANTIA HILLS",13,19.9,7.3,7,91,1.8,3.3,20,45,2013
3378,"MYNTANG RIVER AT MYNSO, JAYANTIA HILLS",13,20.7,7.4,7.1,49,1.7,2.44,19,42,2013
1631,"MYNTDU RIVER JOWAI, 13",13,20.6,6.5,7.1,99,2.7,3.56,1967,2722,2013
3379,"MYNTDU RIVER AT LESHKA, JAYANTIA HILLS",13,21.5,7.5,5.7,50,1.5,2.21,10,23,2013
3367,"NONBAH RIVER AT NANGSTOIN MARKE, WEST KHASI HILLS",13,17.7,5.8,6.9,68,3.1,4.9,197,463,2013
3368,"NONBAH RIVER AT NANGSTOIN MARKE, WEST KHASI HILLS",13,17.9,6.9,7.2,44,1.4,2.66,14,33,2013
1633,"SIMSANG RIVER WILLIAMNAGAR, 13",13,23.9,7.8,7.3,93,1.9,2.99,264,444,2013
3353,"UMIAM MAWPHLANG RIVER AT NONGKREM, EAST KHASI HILLS",13,18,6.6,7,66,2.3,4,29,63,2013
3354,"UMIAM MAWPHLANG RIVER AT UMTYNGNGAR, EAST KHASI HILLS",13,18.4,7.6,7.1,53,1.7,3,23,53,2013
3355,"UMIAM MAWPHLANG RIVER AT MAWPHLANG, EAST KHASI HILLS",13,18.8,7.8,7,47,1.4,2,8,35,2013
3356,"UMIAM MAWPHLANG RIVER AT SHELLA, EAST KHASI HILLS",13,24.8,7.7,7.4,128,1.6,3.32,25,56,2013
3350,UMKHEN AT WAHKDAIT,13,19.3,7.1,7,54,1.8,2.58,20,43,2013
3351,UMKHEN AT KSEHPONGDENG,13,20.6,7.4,7,69,1.6,3.3,17,87,2013
3352,"UMKHEN RIVER AT DIENGPASOH, EAST KHASI HILLS",13,20.7,7.5,7.2,58,1.6,2.25,21,46,2013
3359,"UMKHRAH RIVER AT DEMTHRING, SHILLONG",13,18.4,3.1,7.2,401,21.8,19,22556,31444,2013
3360,"UMKHRAH RIVER ATUMKALIAR, SHILLONG",13,19.1,4.7,7.2,202,13.6,15,13444,20056,2013
3361,"UMKHRAH RIVER ATMAWLAI, SLAUGHTER",13,19.7,2.1,7.2,303,37.2,18.2,39444,62333,2013
3362,"UMKHRAH RIVER AT MAWPDANG, MAWLAI",13,20.1,1.8,7.2,394,40.6,15.4,57222,96944,2013
3357,"UMNGOT RIVER AT SMIT, EAST KHASI HILLS",13,17.6,7.2,6.9,55,1.7,3.04,26,56,2013
3358,"UMNGOT RIVER AT DAWKI, EAST KHASI HILLS",13,22.7,7.9,7.1,55,1.2,3.55,23,50,2013
3363,"UMSHYRPI RIVER AT RISA COLONY, EAST KHASI HILLS",13,17.9,6.9,6.9,52,2.2,3.48,1576,45,2013
3364,"UMSHYRPI RIVER AT LAW COLLEGE, DHANKETI, EAST KHASI HILLS",13,18.9,1.9,7,306,34.2,17.9,48278,85667,2013
3365,"UMSHYRPI RIVER AT UMSHYRPI BRIDGE, EAST KHASI HILLS",13,19.4,4.5,7.1,196,15.5,11,48611,43333,2013
1427,"UMTREW AT BYRNIHAT EAST, 13",13,23.7,7.2,7.1,107,6.7,5.56,303,476,2013
3366,"UMTREW RIVER AT UMRAN, RINAN BHOI",13,22.7,7.5,7,82,2.1,3.02,45,122,2013
2050,TLAWNG UPSTREAM AIZAWL,14,23.6,7.1,7.5,189,1.9,1,NAN,NAN,2013
2051,TLAWNG DOWNSTREAM AIZAWL,14,23.8,7,7.6,197,1.8,1,NAN,NAN,2013
2052,TUIRIAL UPPER CATCHMENT,14,23.5,7.2,7.9,158,1.9,0.95,NAN,NAN,2013
2053,TUIRIAL LOWER CATCHMENT,14,23.5,6.5,7.8,161,1.8,0.99,NAN,NAN,2013
1403,"GUMTI AT U/S SOUTH 15,15",15,27.4,6.6,7.7,165,1.7,0,280,325,2013
1404,"GUMTI AT D/S SOUTH 15, 15",15,21.9,6.7,7.8,167,4.8,1,440,520,2013
1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, 15",15,27.5,6.6,7.7,183,3.7,1.55,415,575,2013
1393,DAMANGANGA AT D/S OF MADHUBAN,16,31,7.1,7.8,151,8,0.08, , ,2012
1150,DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,17,28,7.2,7.4,319,0.7,0.18,5,10,2012
1865,RIVER DHADAR AT KOTHADA,17,27,6.2,8.4,894,9,0.38,140,350,2012
1434,AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESHWAR,17,30,2.2,8,1835,17.9,0.86,10478,25478,2012
1980,AMLAKHADI AT PUNGAM ANKLESHWAR DISTT BHARUCH,17,31,2,7.7,3165,32.3,3.44,11498,15173,2012
1149,KOLAK AT PATALIA BDG,17,29,2.4,7.6,1500,6.2,1.31,3,13,2012
1399,ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS,1,31,5.9,7.2,52,2.1,0.08, ,90,2012
1475,ZUARI AT PANCHAWADI,1,30,6.1,6.8,408,1.3,0.17,1300,3808,2012
3181,RIVER ZUARI AT BORIM BRIDGE,1,30,5.5,6.9,143,1.3,0.09,4100,11113,2012
3182,RIVER ZUARI AT MARCAIM JETTY,1,29,5.4,7.2,60,1.5,0.08,428,2309,2012
1400,MANDOVI AT NEGHBOURHOOD OF PANAJI,1,29,5.8,7.2,34,5.3,0.17,855,3322,2012
1476,"MANDOVI AT TONCA, MARCELA",1,29,5.9,6.7,125,1.5,0.14,1638,5793,2012
3185,MANDOVI AT AMONA BRIDGE,1,28,6.4,6.7,175,1.3,0.1,772,3636,2012
3186,RIVER MANDOVI AT IFFI JETTY,1,30,6.2,7.7,39,1.3,0.06,1296,4517,2012
3187,MANDOVI NEAR HOTEL MARRIOT,1,30,6.1,7.8,39,1.5,0.06,1032,5840,2012
1543,KALNA AT CHANDELNAN PERNEM,1,27,7.3,6.9,61,0.7,0.09,1430,4388,2012
1548,RIVER ASSONORA AT ASSONORA,1,28,6.8,6.6,71,1.5,0.14,2495,3949,2012
2276,"BICHOLIM VARAZAN NAGAR, BICHOLIM",1,29,7.4,6.5,129,2.3,0.49,5868,16691,2012
2275,"RIVER CHAPORA NEAR ALORNA FORT ,PERNEM",1,28,7,6.8,503,1.6,0.66,965,2404,2012
3189,RIVER CHAPORA AT SIOLIM,1,29,6.3,7.5,31,1.6,0.06,1466,4267,2012
1546,KHANDEPAR AT OPA NAN PONDA,1,29,7.1,6.8,70,0.8,0.17,716,3567,2012
2270,"KHANDEPAR AT CODLI NR BDG, U/S OPA WATERWORKS,SANGUEM",1,30,7.3,6.8,69,1.2,0.12,457,2446,2012
2272,"RIVER KUSHAWATI NEAR BUND AT KEVONA,RIVON,SANGUEM",1,28,6.7,6.6,118,1,0.22,1104,3496,2012
1545,RIVER MADAI AT DABOS NAN  VALPOI,1,28,7.4,6.8,80,1.3,0.06,274,1404,2012
2274,RIVER MAPUSA ON CULVERT ON HIGHWAY MAPUSANANPANAJI,1,29,4.5,6.6,250,2.4,0.16,1572,5889,2012
2271,"SAL PAZORKHONI, CUNCOLIM (NEAR CULVERT MARGAONAN CANACONA NATIONAL HIGHWAY)",1,28,6.1,6.9,74,1.8,0.19,1074,3937,2012
2273,"RIVER SAL NEAR HOTEL LEELA MOBOR,CAVELOSSIM",1,30,5.9,7.3,44,1.6,0.14,962,2794,2012
3183,"SAL AT KHAREBAND, MARGAO",1,30,2.4,6.5,195,4.8,0.35,7980,14217,2012
3184,"SAL AT ORLIM BRIDGE, ORLIM",1,31,4,6.8,207,1.8,0.34,818,2280,2012
3190,RIVER SINQUERIM (CANDOLIM SIDE NEAR BRIDGE),1,29,5.4,7.6,40,1.6,0.07,290,1330,2012
3191,RIVER SINQUERIM NEAR NERUL TEMPLE,1,30,5.3,7.6,41,1.4,0.08,952,2517,2012
1547,RIVER TALPONA AT CANACONA,1,29,7,6.9,54,0.8,0.21,667,3059,2012
3188,RIVER TIRACOL AT TIRACOL,1,29,5.9,7.7,44,2.1,0.08,1200,831,2012
1544,VALVANT AT SANKLI NAN BICHOLIM,1,29,7.1,6.5,60,1.7,0.13,2926,8163,2012
2651,"AMBA AT D/S OF WAKEN BRIDGENANU/S OF JS PETROCHEMICALS, WAKENPHATA, ROHA",2,29,6.9,7.7,99,3.3,0.56,53,123,2012
1461,BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS),2,30,6.6,7.9,123,3.2,0.52,44,104,2012
2653,"BHATSA AT D/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR,THANE",2,27,6.6,7.7,220,3.6,0.65,25,77,2012
2654,"BHATSA AT U/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",2,27,6.8,7.7,219,3.4,0.63,23,75,2012
1092,KALU AT ATALE VILLAGE,2,27,4.8,7.2,5429,8.4,2.08,177,408,2012
2670,"KAN RIVER, NEAR SAKRI WATER WORKS, SAKRI, DHULE.",2,23,6.4,8,493,4.2,3.91,17,68,2012
1152,KUNDALIKA AT ROHA CITY,2,29,6.8,7.6,100,3,0.54,124,295,2012
2198,KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE ),2,29,6.7,7.5,316,4.6,0.6,47,132,2012
2671,"KUNDALIKA RIVER NEAR SALAV BRIDGE (SALINA ZONE), SALAV, ROHA, RAIGAD",2,28,5.8,7.9,37227,9.5,1.42,231,451,2012
2672,"KUNDALIKA AT DHATAV AT JACKWELL (DRINKING WATER  PUMPING STATIONNANSWEET ZONE), ROHA",2,29,6.9,7.7,84,3.1,0.42,69,168,2012
2168,MITHI RIVER,2,25,4.9,7.6,21254,55.5,2.18,560,964,2012
2676,"MUCHKUNDI RIVER AT  WAKED, NEAR M/S ASAHI INDIA GLASS LTD., LANJA, RATNAGIRI.",2,28,6.9,7.9,312,2.7,1.58,4,107,2012
1151,PATALGANGA AT SHILPHATA,2,29,6.8,7.5,146,3,0.6,124,241,2012
1462,PATALGANGA NEAR INTAKE OF MIDC W/W,2,29,6.7,7.3,127,2.9,0.59,100,209,2012
2685,"PATALGANGA RIVER AT D/S OF KHARPADA BRIDGE, RAIGAD.",2,29,5.6,6.9,432,4.5,1.72,58,173,2012
2686,"PATALGANGA RIVER AT VYAL PUMP HOUSE , KHALAPUR, RAIGAD.",2,29,6.5,7.3,126,3,0.59,132,284,2012
2687,"PATALGANGA RIVER AT KHALAPUR PUMPING STATION, KHALAPUR, RAIGAD.",2,30,7.1,7.5,128,3,0.6,136,297,2012
2688,"PATALGANGA RIVER AT SAVROLI BRIDGE, KHALAPUR, RAIGAD.",2,30,6.4,7.3,129,3.1,0.6,68,191,2012
2689,"PATALGANGA AT GAGANGIRI MAHARAJ TEMPLE, KHOPOLI, RAIGAD.",2,29,6.9,7.7,129,2.9,0.55,135,268,2012
2696,"PEHLAR DAM ON PEHLAR INLET OF WATER WORKS, VASAI, THANE.",2,25,7,7.9,153,2.9,0.55,30,86,2012
2199,SAVITRI RIVER AT OVALE VILLAGE.,2,30,6.4,7.6,10165,3.7,2.14,5,139,2012
2701,"SAVITRI JACKWELL AT UPSA KENDRE, NANGALWADI, MAHAD, RAIGAD",2,30,6.9,7.7,307,2.8,3.6,4,123,2012
2702,"SAVITRI RIVER AT SHEDAV DOH, MAHAD,RAIGAD",2,31,6.3,7.7,322,3.5,1.1,4,116,2012
2703,"SAVITRI RIVER AT DADLI BRIDGE, DADLI, MAHAD, RAIGADH",2,30,6.5,7.5,5835,3.4,1.72,4,126,2012
2704,"SAVITRI RIVER AT MUTHAVALI VILLAGE, MAHAD, RAIGADH",2,30,6.3,7.4,9245,4.7,2,4,134,2012
2706,"SURYA RIVER, U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE",2,28,6.5,8.1,1907,4,0.55,46,115,2012
2707,"SURYA AT MIDC PUMPING STN, GARVASHET, PALGHAR, THANE",2,28,7,8,1896,3.5,0.64,190,245,2012
2708,"SURYA RIVER AT INTAKE OF VASAINANVIRAR W/S SCHEME, MASVAN, PALGHAR, THANE",2,28,7,8,206,2.9,0.56,31,74,2012
2709,"TANSA RIVER NEAR ROAD BRIDGE, VILLAGE DAKEWALI, WADA, THANE",2,27,6.8,7.8,239,3.3,0.56,33,77,2012
1093,ULHAS AT U/S OF NRC BUND AT MOHANE,2,27,6.4,7.6,152,3.2,0.96,62,142,2012
1094,ULHAS AT U/S OF BADLAPUR,2,26,6.7,7.7,146,3,0.89,30,73,2012
2162,ULHAS ATJAMBHUL WATER WORKS,2,27,6.7,7.6,137,2.9,0.76,24,64,2012
2712,"VAITARNA NR RD BDG, GANDHARE VILLAGE, WADA, THANE.",2,28,6.6,7.8,228,3.5,0.57,30,79,2012
2164,VASHISTI AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,2,23,7,7.7,409,2.4,0.93,4,112,2012
2713,"VASHISHTI  AT D/S OF THREE M PAPER MILLS NR CHIPLUN WATER INTAKE JACKWELL,KHERDI,RATNAGIRI",2,22,6.8,7.6,263,2.9,0.81,4,123,2012
2714,"VASHISHTI RIVER AT U/S OF POPHALI NEAR KONPHANSAWANE BRIDGE, CHIPLUN, RATNAGIRI",2,23,6.9,7.5,338,2.3,3.93,4,108,2012
1342,ACHENKOIL AT THUMPAMON,3,26,7,7.2,79,0.8,0.62,279,637,2012
1443,ACHENKOIL AT CHENNITHULA,3,26,6.6,7,67,1.1,0.53,275,670,2012
3465,"ACHENKOIL AT KALLARAKADAVU, PATHANAMTHITTA",3,26,6.6,7.3,59,0.7,0.57,281,541,2012
3466,"ACHENKOIL AT PANDALAM (NEAR AYYAPPA TEMPLE),PATHANAMTHITTA",3,26,6.2,7.3,66,0.8,0.55,303,609,2012
2297,ANCHARAKANDY AT MERUVAMBA,3,26,7.1,7,67,1,0.34,170,538,2012
2319,ANCHARAKANDY AT MERUVAMBA,3,26,7,6.7,5341,1.1,0.37,158,528,2012
2286,R AYROOR AT AYROOR BRIDGE,3,29,6.7,7.3,89,1.1,0.35,1163,2025,2012
2331,BHARATHAPUZHA AT KUTTIPPURAM,3,28,6.2,7.3,136,1,0.46,296,676,2012
2332,R BHARATHAPUZHA AT PATTAMBI,3,28,7.1,8.1,212,0.9,0.56,524,992,2012
1154,CHALAKUDY AT PULICKALKANANDAVU,3,29,6.3,6.3,134,1.2,0.67,224,780,2012
20,CHALIYAR AT KOOLIMADU,3,26,7.3,7.2,76,0.6,0.31,468,893,2012
21,CHALIYAR AT CHUNGAPALLY,3,26,7,7.3,11041,0.9,0.29,256,503,2012
3464,"CHALIYAR AT NILAMBUR, MALAPPURAM",3,28,6.8,7.1,75,0.8,0.5,693,1169,2012
1572,CHANDRAGIRI AT PADIYATHADKA,3,29,7.4,7.2,61,0.7,0.11,54,255,2012
1573,CHITRAPUZHA AT IRUMPANAM,3,28,1.7,6.6,769,3.4,1.11,556,1717,2012
2295,R CORAPUZHA AT KANAYANKODE,3,26,6.1,7.5,14083,1.4,0.25,920,2686,2012
1564,"R ITHIKKARA AT AYUR, 3",3,26,6.6,7.2,92,0.8,0.77,332,660,2012
2287,R ITHIKKARA AT ITHIKKARA,3,25,6.6,7.2,1348,0.8,1.01,392,810,2012
1566,R KADALUNDI AT THIRURANGADY,3,29,6,6.7,95,1.2,0.29,253,680,2012
2293,R KADALUNDI AT HAJIRAPPALLY,3,29,6.6,6.8,78,1,0.2,275,626,2012
2337,KADAMBAYAR AT BRAHMAPURAM,3,28,0.6,6.7,268,4.1,1.28,400,1308,2012
2338,KADAMBAYAR AT MANCKAKADAVU,3,27,1.8,6.6,82,2,0.39,399,1410,2012
42,"KALLADA AT PERUMTHOTTAM KADAVU, PUNALOOR",3,25,7.1,7.2,61,1,0.34,251,608,2012
2294,R KALLAI AT KALLAI BRIDGE,3,26,3.9,7.6,30298,2.5,0.59,4830,7240,2012
3460,"KALPATHI PUZHA AT KALPATHI, PALAKKAD",3,27,6.6,8,310,1.1,0.54,517,783,2012
3458,KARAPUZHA DAM AT WAYANAD,3,27,7,7.1,97,0.8,0.35,45,77,2012
1571,R KARINGODE AT KAKKADAVU,3,29,7.3,7,51,0.7,0.18,65,258,2012
1155,KARAMANA AT MOONNATTUMUKKU,3,29,0.5,7.1,1717,21.2,4.41,3317,15833,2012
3471,"RIVER KARAMANA AT ARUVIKARA, THIRUVANANTHAPURAM",3,29,7,7.4,55,0.9,0.32,800,1400,2012
2289,R KARUVANNURR AT KARUVANNUR BRIDGE,3,29,6.1,6.8,67,1.1,0.58,80,394,2012
2301,R KAVVAI AT KUTTIYOL PALAM,3,27,7,6.7,61,1.3,0.28,168,248,2012
2291,KEECHERI AT VADAKKANCHERY BDG,3,30,5.2,6.9,81,1.5,0.37,71,465,2012
2326,R KORAYAR AT KANJIKODE,3,27,6.1,8,510,1.1,0.72,784,1572,2012
1569,R KUPPAM AT THALIPARAMBA,3,27,6.5,6.9,12150,1.8,0.52,711,1481,2012
2298,R KUPPAM AT RAYAROM,3,25,7.9,7.2,50,1.1,0.3,319,845,2012
1567,R KUTTIYADE AT KUTTIYADY ESTATE,3,25,7.5,6.9,34,0.9,0.14,110,256,2012
1568,"R MAHE AT VALAYAM, 3",3,26,7,7.4,72,1,0.38,496,897,2012
2285,R MAMOM AT MAMOM BRIDGE,3,29,7.3,7.3,99,0.9,0.23,1088,1788,2012
1340,MANIMALA  AT KALLOOPARA,3,27,7.5,6.9,125,1.6,0.45,970,1400,2012
